key,title,created,issue_type,title_clean,title_lower,category,confidence
SD-160845,Zapytanie na temat blednie wbitych strat ,2025-06-25 23:29:46.117000+02:00,Incydent,Zapytanie na temat blednie wbitych strat,zapytanie na temat blednie wbitych strat,inne,0.5
SD-160844,"Zamknięcie POS - nie przeszło na kasie, z której był zamykany dzień.",2025-06-25 23:28:42.981000+02:00,Incydent,"Zamknięcie POS - nie przeszło na kasie, z której był zamykany dzień.","zamknięcie pos - nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-160842,Błednie wbite straty na wrinie 4/777,2025-06-25 23:21:49.798000+02:00,Incydent,Błednie wbite straty na wrinie 4/777,błednie wbite straty na wrinie 4/777,inne,0.5
SD-160841,zawiesza się ,2025-06-25 23:19:11.423000+02:00,Incydent,zawiesza się,zawiesza się,inne,0.5
SD-160840,[Telefon Serwisowy] - BEV GPR - KVS17 - konfiguracjia / grill testy,2025-06-25 23:19:09.387000+02:00,Incydent,[Telefon Serwisowy] - BEV GPR - KVS17 - konfiguracjia / grill testy,[telefon serwisowy] - bev gpr - kvs17 - konfiguracjia / grill testy,inne,0.5
SD-160839,CSO27 - Drukarka fiskalna nie odpowiada,2025-06-25 23:18:24.528000+02:00,Incydent,CSO27 - Drukarka fiskalna nie odpowiada,cso27 - drukarka fiskalna nie odpowiada,inne,0.5
SD-160838,MyStore – edycja odbić czasowych – błąd podczas wysyłania poprawek odbić – 25.06,2025-06-25 23:16:43.915000+02:00,Usługa,MyStore – edycja odbić czasowych – błąd podczas wysyłania poprawek odbić – 25.06,mystore – edycja odbić czasowych – błąd podczas wysyłania poprawek odbić – 25.06,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-160837,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.",2025-06-25 23:16:08.620000+02:00,Incydent,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.","problem z zamknięciem pos24 - nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-160836,ms9 - problem z ustawieniem listy inwentaryzacyjnej,2025-06-25 23:15:58.066000+02:00,Incydent,ms9 - problem z ustawieniem listy inwentaryzacyjnej,ms9 - problem z ustawieniem listy inwentaryzacyjnej,inne,0.5
SD-160835,Spadek,2025-06-25 23:14:04.148000+02:00,Usługa,Spadek,spadek,inne,0.5
SD-160834,MyStore – edycja odbić czasowych – błąd podczas wysyłania poprawek odbić – 25.06,2025-06-25 23:12:24.481000+02:00,Usługa,MyStore – edycja odbić czasowych – błąd podczas wysyłania poprawek odbić – 25.06,mystore – edycja odbić czasowych – błąd podczas wysyłania poprawek odbić – 25.06,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-160833,Brak dostępu do WebTool,2025-06-25 23:09:25.865000+02:00,Incydent,Brak dostępu do WebTool,brak dostępu do webtool,inne,0.5
SD-160832,BOS01 - Brak możliwości zalogować się do CR,2025-06-25 23:08:29.948000+02:00,Incydent,BOS01 - Brak możliwości zalogować się do CR,bos01 - brak możliwości zalogować się do cr,inne,0.5
SD-160831,Newpos - POS01 nie ładuje się,2025-06-25 22:52:02.046000+02:00,Incydent,Newpos - POS01 nie ładuje się,newpos - pos01 nie ładuje się,inne,0.5
SD-160829,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.",2025-06-25 22:38:42.882000+02:00,Incydent,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.","problem z zamknięciem pos24 - nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-160828,Spadek,2025-06-25 22:37:41.165000+02:00,Usługa,Spadek,spadek,inne,0.5
SD-160827,MyStore - Kadrower - problem z odbiciem,2025-06-25 22:36:38.860000+02:00,Usługa,MyStore - Kadrower - problem z odbiciem,mystore - kadrower - problem z odbiciem,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-160826,nie można zamknąć dnia na kasie,2025-06-25 22:31:23.787000+02:00,Incydent,nie można zamknąć dnia na kasie,nie można zamknąć dnia na kasie,inne,0.5
SD-160825,"Newpos - POS06 - kasy nie da się zalogować, kasa nie zamyka dnia biznesowego",2025-06-25 22:26:35.460000+02:00,Incydent,"Newpos - POS06 - kasy nie da się zalogować, kasa nie zamyka dnia biznesowego","newpos - pos06 - kasy nie da się zalogować, kasa nie zamyka dnia biznesowego",inne,0.5
SD-160824,NewPOS - zamknięcie POS - brak reakcji urządzeń na zamknięcie,2025-06-25 22:24:25.636000+02:00,Incydent,NewPOS - zamknięcie POS - brak reakcji urządzeń na zamknięcie,newpos - zamknięcie pos - brak reakcji urządzeń na zamknięcie,"Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-160823,POS24 - Nie pinguje ,2025-06-25 22:22:45.375000+02:00,Incydent,POS24 - Nie pinguje,pos24 - nie pinguje,inne,0.5
SD-160822,MyStore - Dostawa 25.06 - nie widać dostawy w aplikacji,2025-06-25 22:14:25.272000+02:00,Incydent,MyStore - Dostawa 25.06 - nie widać dostawy w aplikacji,mystore - dostawa 25.06 - nie widać dostawy w aplikacji,MyStore – dostawa nie zaksięgowała się,0.9
SD-160821,Zamknięcie POS - nie przeszło na POS z którego było wykonywane,2025-06-25 22:12:55.452000+02:00,Incydent,Zamknięcie POS - nie przeszło na POS z którego było wykonywane,zamknięcie pos - nie przeszło na pos z którego było wykonywane,"Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-160820,mop - prośba o wyłaczenie,2025-06-25 21:58:07.917000+02:00,Usługa,mop - prośba o wyłaczenie,mop - prośba o wyłaczenie,inne,0.5
SD-160818,POS24 - prośba o odłączenie kasy,2025-06-25 21:50:20.532000+02:00,Incydent,POS24 - prośba o odłączenie kasy,pos24 - prośba o odłączenie kasy,inne,0.5
SD-160817,pos19 - zaciął sie,2025-06-25 21:41:20.645000+02:00,Incydent,pos19 - zaciął sie,pos19 - zaciął sie,inne,0.5
SD-160814,Błędnie wbite straty ,2025-06-25 21:10:58.042000+02:00,Incydent,Błędnie wbite straty,błędnie wbite straty,inne,0.5
SD-160813,FW: Potentially Compromised Poland Account: Successful ADFS Login from Malicious Reputation Country: Russia- Case ID: 38509,2025-06-25 21:03:53.001000+02:00,Usługa,FW: Potentially Compromised Poland Account: Successful ADFS Login from Malicious Reputation Country: Russia- Case ID: 38509,fw: potentially compromised poland account: successful adfs login from malicious reputation country: russia- case id: 38509,inne,0.5
SD-160811,Korekta błędnie wbitych strat,2025-06-25 20:51:44.267000+02:00,Usługa,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-160810,mop - prośba o włączenie,2025-06-25 20:47:54.207000+02:00,Usługa,mop - prośba o włączenie,mop - prośba o włączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-160809,MS9 - Nie można się zalogować,2025-06-25 20:42:31.841000+02:00,Incydent,MS9 - Nie można się zalogować,ms9 - nie można się zalogować,inne,0.5
SD-160807,MyStore - Nie można otworzyć aplikacji,2025-06-25 20:32:26.421000+02:00,Incydent,MyStore - Nie można otworzyć aplikacji,mystore - nie można otworzyć aplikacji,inne,0.5
SD-160804,Telefon Zwrotny,2025-06-25 20:03:50.406000+02:00,Incydent,Telefon Zwrotny,telefon zwrotny,inne,0.5
SD-160802,mystore - nieprawidłowe dane w raporcie sprzedaży godzinowej,2025-06-25 19:59:16.327000+02:00,Incydent,mystore - nieprawidłowe dane w raporcie sprzedaży godzinowej,mystore - nieprawidłowe dane w raporcie sprzedaży godzinowej,inne,0.5
SD-160801,RE: McDonald's PL Katowice-61600163 Coates Support Case 00367876 Acknowledgment,2025-06-25 19:57:51.460000+02:00,Usługa,RE: McDonald's PL Katowice-61600163 Coates Support Case 00367876 Acknowledgment,re: mcdonald's pl katowice-61600163 coates support case 00367876 acknowledgment,inne,0.5
SD-160799,Prosba o reset hasła,2025-06-25 19:45:30.159000+02:00,Incydent,Prosba o reset hasła,prosba o reset hasła,inne,0.5
SD-160798,MFA - Wygenerowanie nowych kodów,2025-06-25 19:41:27.808000+02:00,Usługa,MFA - Wygenerowanie nowych kodów,mfa - wygenerowanie nowych kodów,inne,0.5
SD-160797,hwa - brak danych,2025-06-25 19:40:45.056000+02:00,Incydent,hwa - brak danych,hwa - brak danych,inne,0.5
SD-160796,Problem z szuflada kasowa,2025-06-25 19:40:00.290000+02:00,Incydent,Problem z szuflada kasowa,problem z szuflada kasowa,inne,0.5
SD-160795,Drukarka Biurowa - email do skanów ,2025-06-25 19:38:06.196000+02:00,Incydent,Drukarka Biurowa - email do skanów,drukarka biurowa - email do skanów,inne,0.5
SD-160794,mystore - nie można rozliczyć kasetki,2025-06-25 19:34:07.677000+02:00,Incydent,mystore - nie można rozliczyć kasetki,mystore - nie można rozliczyć kasetki,inne,0.5
SD-160793,Newpos - ikona ofert których lotnisko nie sprzedaje,2025-06-25 19:24:29.293000+02:00,Incydent,Newpos - ikona ofert których lotnisko nie sprzedaje,newpos - ikona ofert których lotnisko nie sprzedaje,inne,0.5
SD-160792,EPR - nie wyświetla się ilość szuflad,2025-06-25 19:18:28.313000+02:00,Incydent,EPR - nie wyświetla się ilość szuflad,epr - nie wyświetla się ilość szuflad,inne,0.5
SD-160789,pos03 - prośba o detach,2025-06-25 19:14:53.437000+02:00,Incydent,pos03 - prośba o detach,pos03 - prośba o detach,inne,0.5
SD-160788,"kasa nr 1 na dt nie odpowiada, pisze ""fiscal Driver is not starter"" kilka razy była restartowania i odpinałam kable",2025-06-25 19:14:10.157000+02:00,Incydent,"kasa nr 1 na dt nie odpowiada, pisze ""fiscal Driver is not starter"" kilka razy była restartowania i odpinałam kable","kasa nr 1 na dt nie odpowiada, pisze ""fiscal driver is not starter"" kilka razy była restartowania i odpinałam kable",inne,0.5
SD-160787,pos03 - problem z bezpiecznikiem,2025-06-25 19:13:57.531000+02:00,Incydent,pos03 - problem z bezpiecznikiem,pos03 - problem z bezpiecznikiem,inne,0.5
SD-160786,webtoll,2025-06-25 18:59:37.766000+02:00,Incydent,webtoll,webtoll,inne,0.5
SD-160785,mop - prośba o właczenie,2025-06-25 18:59:12.790000+02:00,Usługa,mop - prośba o właczenie,mop - prośba o właczenie,inne,0.5
SD-160784,POS01 - rejestrowanie zwrotu komunikat,2025-06-25 18:54:53.241000+02:00,Incydent,POS01 - rejestrowanie zwrotu komunikat,pos01 - rejestrowanie zwrotu komunikat,inne,0.5
SD-160783,Drukarka Grill to zamówień MOP nie działa,2025-06-25 18:54:35.009000+02:00,Incydent,Drukarka Grill to zamówień MOP nie działa,drukarka grill to zamówień mop nie działa,inne,0.5
SD-160782,Pytanie o brak możliwości wydawania zabawek,2025-06-25 18:48:16.159000+02:00,Usługa,Pytanie o brak możliwości wydawania zabawek,pytanie o brak możliwości wydawania zabawek,inne,0.5
SD-160781,prosba o serwis(zabranie na warsztat),2025-06-25 18:45:57.874000+02:00,Incydent,prosba o serwis(zabranie na warsztat),prosba o serwis(zabranie na warsztat),inne,0.5
SD-160780,Włączenie usługi MOP,2025-06-25 18:39:09.336000+02:00,Usługa,Włączenie usługi MOP,włączenie usługi mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-160779,MFA - Wygenerowanie nowych kodów,2025-06-25 18:29:45.991000+02:00,Usługa,MFA - Wygenerowanie nowych kodów,mfa - wygenerowanie nowych kodów,inne,0.5
SD-160778,KVS19 - napoje wyświetlają się pomimo ABSa,2025-06-25 18:22:50.656000+02:00,Incydent,KVS19 - napoje wyświetlają się pomimo ABSa,kvs19 - napoje wyświetlają się pomimo absa,inne,0.5
SD-160777,Wyłączenie MOP,2025-06-25 18:22:44.873000+02:00,Usługa,Wyłączenie MOP,wyłączenie mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-160776,POS24 - Drukarka Fiskalna - Zalana wodą,2025-06-25 18:22:38.598000+02:00,Incydent,POS24 - Drukarka Fiskalna - Zalana wodą,pos24 - drukarka fiskalna - zalana wodą,inne,0.5
SD-160775,web tool - brak dostępu,2025-06-25 18:16:42.003000+02:00,Incydent,web tool - brak dostępu,web tool - brak dostępu,inne,0.5
SD-160774,MOP - prośba o włączenie usługi,2025-06-25 17:59:39.539000+02:00,Usługa,MOP - prośba o włączenie usługi,mop - prośba o włączenie usługi,MOP – Prośba o włączenie/wyłączenie,0.9
SD-160773,POS1 - zawiesiła się przy próbie płatności,2025-06-25 17:58:58.356000+02:00,Incydent,POS1 - zawiesiła się przy próbie płatności,pos1 - zawiesiła się przy próbie płatności,inne,0.5
SD-160772,SD-158182,2025-06-25 17:58:42.129000+02:00,Incydent,SD-158182,sd-158182,inne,0.5
SD-160771,Nie właściwy obraz na kiosku. Jako rozciągane obrazy.,2025-06-25 17:54:10.522000+02:00,Incydent,Nie właściwy obraz na kiosku. Jako rozciągane obrazy.,nie właściwy obraz na kiosku. jako rozciągane obrazy.,inne,0.5
SD-160769,POS02 - Problem z funkcją Grill,2025-06-25 17:47:32.667000+02:00,Incydent,POS02 - Problem z funkcją Grill,pos02 - problem z funkcją grill,inne,0.5
SD-160768,Odstawienie sprzętu do zlecenia SD-147783,2025-06-25 17:37:04.248000+02:00,Incydent,Odstawienie sprzętu do zlecenia SD-147783,odstawienie sprzętu do zlecenia sd-147783,inne,0.5
SD-160767,mop - prośba o wyłaczenie,2025-06-25 17:36:07.865000+02:00,Usługa,mop - prośba o wyłaczenie,mop - prośba o wyłaczenie,inne,0.5
SD-160766,Prośba o zablokowanie zamówień MOP,2025-06-25 17:35:35.065000+02:00,Poważny Incydent,Prośba o zablokowanie zamówień MOP,prośba o zablokowanie zamówień mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-160765,GPR OAT - drukarka się zacina,2025-06-25 17:26:09.782000+02:00,Incydent,GPR OAT - drukarka się zacina,gpr oat - drukarka się zacina,inne,0.5
SD-160764,POS24 - Nie otwiera się szuflada,2025-06-25 17:25:40.896000+02:00,Incydent,POS24 - Nie otwiera się szuflada,pos24 - nie otwiera się szuflada,inne,0.5
SD-160763,nie wyświetla lokalizatorów bład połaczenia z internetem,2025-06-25 17:25:32.976000+02:00,Incydent,nie wyświetla lokalizatorów bład połaczenia z internetem,nie wyświetla lokalizatorów bład połaczenia z internetem,inne,0.5
SD-160761,MyStore - Brak Danych w raporcie sprzedaży godzinowej,2025-06-25 16:59:05.293000+02:00,Incydent,MyStore - Brak Danych w raporcie sprzedaży godzinowej,mystore - brak danych w raporcie sprzedaży godzinowej,inne,0.5
SD-160760,Połączenie,2025-06-25 16:55:48.773000+02:00,Incydent,Połączenie,połączenie,inne,0.5
SD-160759,Prośba o utworzenie kont GAM,2025-06-25 16:51:51.002000+02:00,Incydent,Prośba o utworzenie kont GAM,prośba o utworzenie kont gam,inne,0.5
SD-160758,CR .241 - miga dioda od monet,2025-06-25 16:50:07.665000+02:00,Incydent,CR .241 - miga dioda od monet,cr .241 - miga dioda od monet,inne,0.5
SD-160757,WYSE MGR - nie można się zalogować,2025-06-25 16:47:57.998000+02:00,Incydent,WYSE MGR - nie można się zalogować,wyse mgr - nie można się zalogować,inne,0.5
SD-160756,WebTool błąd po zalogowaniu,2025-06-25 16:45:53.019000+02:00,Incydent,WebTool błąd po zalogowaniu,webtool błąd po zalogowaniu,inne,0.5
SD-160755,"wyłącza i włącza się, również samo włącza się menu",2025-06-25 16:45:31.156000+02:00,Incydent,"wyłącza i włącza się, również samo włącza się menu","wyłącza i włącza się, również samo włącza się menu",inne,0.5
SD-160752,Nie możemy się zalogować na webtool oraz na franke,2025-06-25 16:32:42.108000+02:00,Incydent,Nie możemy się zalogować na webtool oraz na franke,nie możemy się zalogować na webtool oraz na franke,inne,0.5
SD-160751,oDMB - brak podsumowania,2025-06-25 16:29:34.576000+02:00,Incydent,oDMB - brak podsumowania,odmb - brak podsumowania,inne,0.5
SD-160750,BOS - nie można się zalogować,2025-06-25 16:26:49.749000+02:00,Incydent,BOS - nie można się zalogować,bos - nie można się zalogować,BOS/MAP – nie można się zalogować,0.9
SD-160749,MyStore - Problem z dniem biznesowym,2025-06-25 16:23:36.758000+02:00,Incydent,MyStore - Problem z dniem biznesowym,mystore - problem z dniem biznesowym,inne,0.5
SD-160745,Błędy w wysyłce menu McDonald's - Dzika 239 i McDonald's - Pabianicka 75,2025-06-25 16:04:55.295000+02:00,Usługa,Błędy w wysyłce menu McDonald's - Dzika 239 i McDonald's - Pabianicka 75,błędy w wysyłce menu mcdonald's - dzika 239 i mcdonald's - pabianicka 75,inne,0.5
SD-160743,Zainstalowanie sterowników do drukarki na laptopie personalnym,2025-06-25 16:04:26.427000+02:00,Incydent,Zainstalowanie sterowników do drukarki na laptopie personalnym,zainstalowanie sterowników do drukarki na laptopie personalnym,inne,0.5
SD-160742,Zmiana hasła do logowania się na kasie,2025-06-25 15:56:56.131000+02:00,Incydent,Zmiana hasła do logowania się na kasie,zmiana hasła do logowania się na kasie,inne,0.5
SD-160722,RE: tłumaczenie_UKR,2025-06-25 14:54:52.881000+02:00,Incydent,RE: tłumaczenie_UKR,re: tłumaczenie_ukr,inne,0.5
SD-160721,Promocja lokalna wyświetla się nieprawidłowo na kioskach,2025-06-25 15:49:39.494000+02:00,Incydent,Promocja lokalna wyświetla się nieprawidłowo na kioskach,promocja lokalna wyświetla się nieprawidłowo na kioskach,inne,0.5
SD-160720,Błędny Opis promocji Lokalnej,2025-06-25 15:42:38.894000+02:00,Incydent,Błędny Opis promocji Lokalnej,błędny opis promocji lokalnej,inne,0.5
SD-160719,Prośba o wygenerowanie kodów MFA,2025-06-25 15:42:15.931000+02:00,Usługa,Prośba o wygenerowanie kodów MFA,prośba o wygenerowanie kodów mfa,inne,0.5
SD-160718,ZScaler - brak dostępu do stron internetowych,2025-06-25 15:42:13.494000+02:00,Incydent,ZScaler - brak dostępu do stron internetowych,zscaler - brak dostępu do stron internetowych,inne,0.5
SD-160717,Problem z promocją lokalną,2025-06-25 15:40:12.874000+02:00,Incydent,Problem z promocją lokalną,problem z promocją lokalną,inne,0.5
SD-160715,"skaner codziennie przestaje działać w trakcie dnia, jest to uciążliwe do pracy, uciążliwe jest codzienne kalibrowanie skanera ",2025-06-25 15:32:39.778000+02:00,Incydent,"skaner codziennie przestaje działać w trakcie dnia, jest to uciążliwe do pracy, uciążliwe jest codzienne kalibrowanie skanera","skaner codziennie przestaje działać w trakcie dnia, jest to uciążliwe do pracy, uciążliwe jest codzienne kalibrowanie skanera",inne,0.5
SD-160713,Włączenie MOP,2025-06-25 15:25:31.733000+02:00,Usługa,Włączenie MOP,włączenie mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-160699,MyStore - Nie można włączyć aplikacji,2025-06-25 15:11:44.542000+02:00,Incydent,MyStore - Nie można włączyć aplikacji,mystore - nie można włączyć aplikacji,inne,0.5
SD-160694,zamówienia delivery nie kasują sie samoistnie z ekranu prezentera.,2025-06-25 15:04:58.360000+02:00,Incydent,zamówienia delivery nie kasują sie samoistnie z ekranu prezentera.,zamówienia delivery nie kasują sie samoistnie z ekranu prezentera.,inne,0.5
SD-160693,Problem z montażem HWA01,2025-06-25 15:01:17.209000+02:00,Usługa,Problem z montażem HWA01,problem z montażem hwa01,inne,0.5
SD-160692,POS19 - zacięta na 50% ładowania,2025-06-25 14:41:34.007000+02:00,Incydent,POS19 - zacięta na 50% ładowania,pos19 - zacięta na 50% ładowania,inne,0.5
SD-160691,Wyłączenie zamówień mop,2025-06-25 14:39:20.126000+02:00,Usługa,Wyłączenie zamówień mop,wyłączenie zamówień mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-160690,Webtool - brak danych w aplikacji,2025-06-25 14:27:13.973000+02:00,Incydent,Webtool - brak danych w aplikacji,webtool - brak danych w aplikacji,inne,0.5
SD-160689,CSO - brak ikon happy meal + brak możliwości nabicia zabawek,2025-06-25 14:26:32.104000+02:00,Incydent,CSO - brak ikon happy meal + brak możliwości nabicia zabawek,cso - brak ikon happy meal + brak możliwości nabicia zabawek,inne,0.5
SD-160686,Montaż drukarki fiskalnej po powrocie z naprawy,2025-06-25 14:19:28.975000+02:00,Incydent,Montaż drukarki fiskalnej po powrocie z naprawy,montaż drukarki fiskalnej po powrocie z naprawy,inne,0.5
SD-160682,CSO29 - nie działa dotyk,2025-06-25 14:06:29.240000+02:00,Incydent,CSO29 - nie działa dotyk,cso29 - nie działa dotyk,inne,0.5
SD-160680,Informacja o webtoola,2025-06-25 13:56:57.013000+02:00,Usługa,Informacja o webtoola,informacja o webtoola,inne,0.5
SD-160679,Informacja o ikonie zabawki,2025-06-25 13:56:04.406000+02:00,Usługa,Informacja o ikonie zabawki,informacja o ikonie zabawki,inne,0.5
SD-160678,Kvs22 - ciemny ekran,2025-06-25 13:56:02.579000+02:00,Incydent,Kvs22 - ciemny ekran,kvs22 - ciemny ekran,inne,0.5
SD-160677,Drukarka grillowa EPSON,2025-06-25 13:54:48.206000+02:00,Incydent,Drukarka grillowa EPSON,drukarka grillowa epson,inne,0.5
SD-160675,MyStore nie uruchamia się,2025-06-25 13:48:35.415000+02:00,Incydent,MyStore nie uruchamia się,mystore nie uruchamia się,inne,0.5
SD-160674,Korekta błędnie wbitych strat,2025-06-25 13:47:49.890000+02:00,Usługa,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-160673,Pos/Cso - brak kafelków z zabawkami do happymeal ,2025-06-25 13:47:41.588000+02:00,Incydent,Pos/Cso - brak kafelków z zabawkami do happymeal,pos/cso - brak kafelków z zabawkami do happymeal,inne,0.5
SD-160672,Pos/Cso - brak kafelków z zabawkami do happymeal ,2025-06-25 13:45:03.547000+02:00,Incydent,Pos/Cso - brak kafelków z zabawkami do happymeal,pos/cso - brak kafelków z zabawkami do happymeal,inne,0.5
SD-160671,KVS01 - brak obrazu,2025-06-25 13:40:59.828000+02:00,Incydent,KVS01 - brak obrazu,kvs01 - brak obrazu,inne,0.5
SD-160670,COD - brak wiązki światła,2025-06-25 13:34:11.773000+02:00,Incydent,COD - brak wiązki światła,cod - brak wiązki światła,inne,0.5
SD-160669,Pos/Cso - brak kafelków z zabawkami do happymeal ,2025-06-25 13:34:00.579000+02:00,Incydent,Pos/Cso - brak kafelków z zabawkami do happymeal,pos/cso - brak kafelków z zabawkami do happymeal,inne,0.5
SD-160667,MyStore problem z odbiciami czasowymi,2025-06-25 13:25:52.317000+02:00,Incydent,MyStore problem z odbiciami czasowymi,mystore problem z odbiciami czasowymi,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-160666,POS19 - Newpos blocked,2025-06-25 13:17:25.533000+02:00,Incydent,POS19 - Newpos blocked,pos19 - newpos blocked,inne,0.5
SD-160649,POS - brak zabawek,2025-06-25 13:05:42.871000+02:00,Incydent,POS - brak zabawek,pos - brak zabawek,inne,0.5
SD-160647,Włączenie usługi MOP,2025-06-25 13:04:10.170000+02:00,Usługa,Włączenie usługi MOP,włączenie usługi mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-160645,ABS nie nalewa napoi z zamówień,2025-06-25 12:50:31.307000+02:00,Incydent,ABS nie nalewa napoi z zamówień,abs nie nalewa napoi z zamówień,inne,0.5
SD-160644,nie ma kafelka do wybrania Zabawki,2025-06-25 12:48:31.122000+02:00,Incydent,nie ma kafelka do wybrania Zabawki,nie ma kafelka do wybrania zabawki,inne,0.5
SD-160641,Kvs11 - nie działa dotyk,2025-06-25 12:45:38.637000+02:00,Incydent,Kvs11 - nie działa dotyk,kvs11 - nie działa dotyk,inne,0.5
SD-160640,spadek,2025-06-25 12:44:06.498000+02:00,Usługa,spadek,spadek,inne,0.5
SD-160639,RE: McDonald's PL 61600683 Coates Support Case 00367924 Acknowledgment,2025-06-25 12:43:51.516000+02:00,Usługa,RE: McDonald's PL 61600683 Coates Support Case 00367924 Acknowledgment,re: mcdonald's pl 61600683 coates support case 00367924 acknowledgment,inne,0.5
SD-160638,dashboard nie wykrywa aut,2025-06-25 12:42:59.463000+02:00,Incydent,dashboard nie wykrywa aut,dashboard nie wykrywa aut,inne,0.5
SD-160637,POS08 - Newpos blocked,2025-06-25 12:42:35.498000+02:00,Incydent,POS08 - Newpos blocked,pos08 - newpos blocked,inne,0.5
SD-160636,McDonald's PL 61600683 Coates Support Case 00367924 Acknowledgment,2025-06-25 12:41:56.891000+02:00,Usługa,McDonald's PL 61600683 Coates Support Case 00367924 Acknowledgment,mcdonald's pl 61600683 coates support case 00367924 acknowledgment,inne,0.5
SD-160635,KVS31 - BumpBar nie usuwa mięs,2025-06-25 12:41:34.108000+02:00,Incydent,KVS31 - BumpBar nie usuwa mięs,kvs31 - bumpbar nie usuwa mięs,inne,0.5
SD-160634,Pytanie odnośnie wysłanej ankiety SBS,2025-06-25 12:40:00.051000+02:00,Incydent,Pytanie odnośnie wysłanej ankiety SBS,pytanie odnośnie wysłanej ankiety sbs,inne,0.5
SD-160633,Monitory z kamer na 1 i 2 oknie nie wyświetlają obrazu ,2025-06-25 12:39:46.333000+02:00,Incydent,Monitory z kamer na 1 i 2 oknie nie wyświetlają obrazu,monitory z kamer na 1 i 2 oknie nie wyświetlają obrazu,inne,0.5
SD-160631,MyStore - Nieprawidłowe Zużycie za poszczególne dni,2025-06-25 12:36:45.313000+02:00,Usługa,MyStore - Nieprawidłowe Zużycie za poszczególne dni,mystore - nieprawidłowe zużycie za poszczególne dni,inne,0.5
SD-160630,McDonald's Poland Coates Support Case 00367924 Acknowledgment,2025-06-25 12:34:51.133000+02:00,Usługa,McDonald's Poland Coates Support Case 00367924 Acknowledgment,mcdonald's poland coates support case 00367924 acknowledgment,inne,0.5
SD-160628,POS - brak zabawek,2025-06-25 12:34:30.965000+02:00,Incydent,POS - brak zabawek,pos - brak zabawek,inne,0.5
SD-160627,Zużycie na szklankach edycja 2025,2025-06-25 12:32:33.691000+02:00,Usługa,Zużycie na szklankach edycja 2025,zużycie na szklankach edycja 2025,inne,0.5
SD-160625,Informacja dot. słuchawek,2025-06-25 12:28:45.507000+02:00,Incydent,Informacja dot. słuchawek,informacja dot. słuchawek,inne,0.5
SD-160623,Laptop - brak internetu,2025-06-25 12:25:06.609000+02:00,Incydent,Laptop - brak internetu,laptop - brak internetu,inne,0.5
SD-160621,zarządzanie kasetkami ,2025-06-25 12:23:32.235000+02:00,Incydent,zarządzanie kasetkami,zarządzanie kasetkami,inne,0.5
SD-160620,Informacja,2025-06-25 12:21:44.053000+02:00,Usługa,Informacja,informacja,inne,0.5
SD-160619,nie można nabić na kasę zabawek,2025-06-25 12:12:06.384000+02:00,Incydent,nie można nabić na kasę zabawek,nie można nabić na kasę zabawek,inne,0.5
SD-160618,KVS  - nie pingują,2025-06-25 12:07:09.383000+02:00,Incydent,KVS  - nie pingują,kvs  - nie pingują,inne,0.5
SD-160617,Bos01/Map01 - drukarka biurowa nie drukuje,2025-06-25 12:04:32.500000+02:00,Incydent,Bos01/Map01 - drukarka biurowa nie drukuje,bos01/map01 - drukarka biurowa nie drukuje,inne,0.5
SD-160616,Payroll - błąd wydruku,2025-06-25 12:04:21.027000+02:00,Incydent,Payroll - błąd wydruku,payroll - błąd wydruku,inne,0.5
SD-160613,Kiosk 26,2025-06-25 11:47:33.527000+02:00,Incydent,Kiosk 26,kiosk 26,inne,0.5
SD-160612,Informacja,2025-06-25 11:41:01.433000+02:00,Usługa,Informacja,informacja,inne,0.5
SD-160611,spadek,2025-06-25 11:38:30.694000+02:00,Usługa,spadek,spadek,inne,0.5
SD-160610,CSO26 - czerwone M,2025-06-25 11:35:51.845000+02:00,Incydent,CSO26 - czerwone M,cso26 - czerwone m,inne,0.5
