key,title,created,issue_type,title_clean,title_lower,category,confidence
SD-164141,KVS29 - Nie pinguje po zamianie monitora,2025-07-02 14:21:26.881000+02:00,Incydent,KVS29 - Nie pinguje po zamianie monitora,kvs29 - nie pinguje po zamianie monitora,inne,0.5
SD-164140,HWA01 - po odbiciu pracownika wskakuje dwóch pracowników ,2025-07-02 14:21:06.002000+02:00,Incydent,HWA01 - po odbiciu pracownika wskakuje dwóch pracowników,hwa01 - po odbiciu pracownika wskakuje dwóch pracowników,inne,0.5
SD-164138,Ustawienie menu do 1:00.,2025-07-02 14:15:42.518000+02:00,Incydent,Ustawienie menu do 1:00.,ustawienie menu do 1:00.,inne,0.5
SD-164137,drukarka fiskalna nie działa prawidłowo,2025-07-02 14:10:24.596000+02:00,Incydent,drukarka fiskalna nie działa prawidłowo,drukarka fiskalna nie działa prawidłowo,inne,0.5
SD-164136,McDonald's PL Plock-61600188 Coates Support Case 00370829 Acknowledgment,2025-07-02 14:10:05.885000+02:00,Usługa,McDonald's PL Plock-61600188 Coates Support Case 00370829 Acknowledgment,mcdonald's pl plock-61600188 coates support case 00370829 acknowledgment,inne,0.5
SD-164130,WEB cockpit nie pojawia się plan sprzedaży,2025-07-02 13:52:57.562000+02:00,Incydent,WEB cockpit nie pojawia się plan sprzedaży,web cockpit nie pojawia się plan sprzedaży,inne,0.5
SD-164129,KVS09 - Drukarka grill nie drukuje zamówień,2025-07-02 13:50:26.548000+02:00,Incydent,KVS09 - Drukarka grill nie drukuje zamówień,kvs09 - drukarka grill nie drukuje zamówień,inne,0.5
SD-164128,Problem z Internetem w całej restauracji ,2025-07-02 13:49:06.109000+02:00,Incydent,Problem z Internetem w całej restauracji,problem z internetem w całej restauracji,inne,0.5
SD-164127,Brak pokazanej projekcji,2025-07-02 13:44:27.985000+02:00,Incydent,Brak pokazanej projekcji,brak pokazanej projekcji,inne,0.5
SD-164125,POS - Nieprawidłowe ceny ,2025-07-02 13:41:10.881000+02:00,Incydent,POS - Nieprawidłowe ceny,pos - nieprawidłowe ceny,inne,0.5
SD-164124,MOP - prośba o włączenie / wyłączenie,2025-07-02 13:40:52.576000+02:00,Usługa,MOP - prośba o włączenie / wyłączenie,mop - prośba o włączenie / wyłączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164123,McDonald's Poland Coates Support Case 00370829 Acknowledgment,2025-07-02 13:40:51.619000+02:00,Usługa,McDonald's Poland Coates Support Case 00370829 Acknowledgment,mcdonald's poland coates support case 00370829 acknowledgment,inne,0.5
SD-164121,TR - Pokazuje nieprawidłową godzine ,2025-07-02 13:37:48.469000+02:00,Incydent,TR - Pokazuje nieprawidłową godzine,tr - pokazuje nieprawidłową godzine,inne,0.5
SD-164120,POS01 - nieresponsywna,2025-07-02 13:36:19.791000+02:00,Incydent,POS01 - nieresponsywna,pos01 - nieresponsywna,inne,0.5
SD-164118,CFS - Brak podglądu kamery linia 1 ,2025-07-02 13:10:33.589000+02:00,Incydent,CFS - Brak podglądu kamery linia 1,cfs - brak podglądu kamery linia 1,inne,0.5
SD-164117,KVS06 - nie pinguje,2025-07-02 13:09:49.838000+02:00,Incydent,KVS06 - nie pinguje,kvs06 - nie pinguje,inne,0.5
SD-164116,Problem z odblokowaniem pracowników w CAM,2025-07-02 13:02:11.712000+02:00,Incydent,Problem z odblokowaniem pracowników w CAM,problem z odblokowaniem pracowników w cam,inne,0.5
SD-164115,Invo2 - Nie włącza się ,2025-07-02 13:00:22.995000+02:00,Usługa,Invo2 - Nie włącza się,invo2 - nie włącza się,inne,0.5
SD-164112,POS24 - niepoprawny numer kasy na paragonach,2025-07-02 12:56:23.603000+02:00,Incydent,POS24 - niepoprawny numer kasy na paragonach,pos24 - niepoprawny numer kasy na paragonach,inne,0.5
SD-164111,MyStore - Duże minusy na raporcie zużycia półproduktów ,2025-07-02 12:52:35.456000+02:00,Incydent,MyStore - Duże minusy na raporcie zużycia półproduktów,mystore - duże minusy na raporcie zużycia półproduktów,inne,0.5
SD-164110,ms9 - brak raportu PMX,2025-07-02 12:50:21.367000+02:00,Incydent,ms9 - brak raportu PMX,ms9 - brak raportu pmx,inne,0.5
SD-164109,oDMB - skaner COD nie skanuje,2025-07-02 12:48:18.630000+02:00,Incydent,oDMB - skaner COD nie skanuje,odmb - skaner cod nie skanuje,inne,0.5
SD-164108,CSO27 - Zawijający się papier od drukarki ,2025-07-02 12:43:09.095000+02:00,Incydent,CSO27 - Zawijający się papier od drukarki,cso27 - zawijający się papier od drukarki,inne,0.5
SD-164107,CFS - Brak podgladu na linie 1,2025-07-02 12:32:45.887000+02:00,Incydent,CFS - Brak podgladu na linie 1,cfs - brak podgladu na linie 1,inne,0.5
SD-164106,KVS19 - nie zbija zamówień,2025-07-02 12:30:54.729000+02:00,Incydent,KVS19 - nie zbija zamówień,kvs19 - nie zbija zamówień,inne,0.5
SD-164105,Nóż nie odcina paragonów,2025-07-02 12:28:08.228000+02:00,Incydent,Nóż nie odcina paragonów,nóż nie odcina paragonów,inne,0.5
SD-164104,Zapytanie o - aktualizacja cen połproduktów w ms9 bez daty aktualizacji,2025-07-02 12:25:39.005000+02:00,Usługa,Zapytanie o - aktualizacja cen połproduktów w ms9 bez daty aktualizacji,zapytanie o - aktualizacja cen połproduktów w ms9 bez daty aktualizacji,inne,0.5
SD-164103,Problem z dostępem do plików ,2025-07-02 12:25:12.002000+02:00,Incydent,Problem z dostępem do plików,problem z dostępem do plików,inne,0.5
SD-164102,MOP - Prośba o włączenie,2025-07-02 12:25:06.972000+02:00,Incydent,MOP - Prośba o włączenie,mop - prośba o włączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164101,CSO28 - niedostępny,2025-07-02 12:23:38.387000+02:00,Incydent,CSO28 - niedostępny,cso28 - niedostępny,CSOxx – niedostępny,0.9
SD-164100,Monitor mycia rak nie łapie połączenia z internetem ,2025-07-02 12:22:49.527000+02:00,Incydent,Monitor mycia rak nie łapie połączenia z internetem,monitor mycia rak nie łapie połączenia z internetem,inne,0.5
SD-164097,Prośba o włączenie MOP,2025-07-02 12:20:46.839000+02:00,Usługa,Prośba o włączenie MOP,prośba o włączenie mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164096,NewPOS - Nie wszystkie zamówienia wpadają na kuchnię,2025-07-02 12:19:52.549000+02:00,Incydent,NewPOS - Nie wszystkie zamówienia wpadają na kuchnię,newpos - nie wszystkie zamówienia wpadają na kuchnię,inne,0.5
SD-164095,Brak danych pmx ,2025-07-02 12:17:39.800000+02:00,Incydent,Brak danych pmx,brak danych pmx,inne,0.5
SD-164094,MOP - prośba o włączenie / wyłączenie,2025-07-02 12:09:49.226000+02:00,Usługa,MOP - prośba o włączenie / wyłączenie,mop - prośba o włączenie / wyłączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164093,POS - Nieprawidłowe ceny ,2025-07-02 12:07:44.271000+02:00,Incydent,POS - Nieprawidłowe ceny,pos - nieprawidłowe ceny,inne,0.5
SD-164091,Problem z logowaniem nowego menadzera,2025-07-02 12:00:04.859000+02:00,Incydent,Problem z logowaniem nowego menadzera,problem z logowaniem nowego menadzera,inne,0.5
SD-164089,CSO28 - niezalogowany,2025-07-02 11:50:44.692000+02:00,Incydent,CSO28 - niezalogowany,cso28 - niezalogowany,inne,0.5
SD-164088,DLV - McFlurry ma doliczone nadmiarowe 30 gr za kubek,2025-07-02 11:49:14+02:00,Incydent,DLV - McFlurry ma doliczone nadmiarowe 30 gr za kubek,dlv - mcflurry ma doliczone nadmiarowe 30 gr za kubek,inne,0.5
SD-164086,ODMB - Brak podsumowania zamówienia,2025-07-02 11:40:43.856000+02:00,Incydent,ODMB - Brak podsumowania zamówienia,odmb - brak podsumowania zamówienia,inne,0.5
SD-164084,iDMB - FC3 wyłączony,2025-07-02 11:38:52.173000+02:00,Incydent,iDMB - FC3 wyłączony,idmb - fc3 wyłączony,inne,0.5
SD-164083,brak numeru wrin ,2025-07-02 11:25:34.691000+02:00,Incydent,brak numeru wrin,brak numeru wrin,inne,0.5
SD-164082,GAM - Prośba o zmianę hasła ,2025-07-02 11:23:44.249000+02:00,Incydent,GAM - Prośba o zmianę hasła,gam - prośba o zmianę hasła,inne,0.5
SD-164080,Kamera 2 linii drive nie działa,2025-07-02 11:21:13.801000+02:00,Incydent,Kamera 2 linii drive nie działa,kamera 2 linii drive nie działa,inne,0.5
SD-164079,Szafa serwerowa - Spalona połowa listwy,2025-07-02 11:20:04.988000+02:00,Incydent,Szafa serwerowa - Spalona połowa listwy,szafa serwerowa - spalona połowa listwy,inne,0.5
SD-164078,KVS - Monitory pokazują 0/0,2025-07-02 11:15:41.788000+02:00,Incydent,KVS - Monitory pokazują 0/0,kvs - monitory pokazują 0/0,inne,0.5
SD-164077,Kontynuacja zgłoszenia SD-160486 Drukarka nie drukuje slipów,2025-07-02 11:11:05.822000+02:00,Incydent,Kontynuacja zgłoszenia SD-160486 Drukarka nie drukuje slipów,kontynuacja zgłoszenia sd-160486 drukarka nie drukuje slipów,inne,0.5
SD-164076,GAM - Brak możliwości usunięcia pracowników,2025-07-02 11:10:41.096000+02:00,Incydent,GAM - Brak możliwości usunięcia pracowników,gam - brak możliwości usunięcia pracowników,inne,0.5
SD-164075,Skaner COD nie działa,2025-07-02 11:08:51.147000+02:00,Incydent,Skaner COD nie działa,skaner cod nie działa,inne,0.5
SD-164074,iDMB - FC_3 nie uruchamia się,2025-07-02 11:08:20.852000+02:00,Incydent,iDMB - FC_3 nie uruchamia się,idmb - fc_3 nie uruchamia się,inne,0.5
SD-164073,KVS17 - GPR dalej nie drukuje slipów,2025-07-02 11:05:17.277000+02:00,Incydent,KVS17 - GPR dalej nie drukuje slipów,kvs17 - gpr dalej nie drukuje slipów,inne,0.5
SD-164072,MyStore - Brak numeru wrin ,2025-07-02 11:04:25.663000+02:00,Incydent,MyStore - Brak numeru wrin,mystore - brak numeru wrin,inne,0.5
SD-164071,Nieprawidłowe tłumaczenie na kioskach w języku Ukraińskim,2025-07-02 11:04:09.187000+02:00,Incydent,Nieprawidłowe tłumaczenie na kioskach w języku Ukraińskim,nieprawidłowe tłumaczenie na kioskach w języku ukraińskim,inne,0.5
SD-164067,MFA - na nowym telefonie ,2025-07-02 10:57:04.156000+02:00,Incydent,MFA - na nowym telefonie,mfa - na nowym telefonie,inne,0.5
SD-164066,[TELEFON SERWISOWY] - Prośba o konfigurację cennika,2025-07-02 10:51:15.501000+02:00,Incydent,[TELEFON SERWISOWY] - Prośba o konfigurację cennika,[telefon serwisowy] - prośba o konfigurację cennika,inne,0.5
SD-164065,błędne ceny na menubordach idmb,2025-07-02 10:50:49.568000+02:00,Incydent,błędne ceny na menubordach idmb,błędne ceny na menubordach idmb,inne,0.5
SD-164064,MFA - prośba o wygenerowanie,2025-07-02 10:48:35.989000+02:00,Usługa,MFA - prośba o wygenerowanie,mfa - prośba o wygenerowanie,inne,0.5
SD-164063,KVS17 - drukuje puste slipy,2025-07-02 10:38:41.924000+02:00,Incydent,KVS17 - drukuje puste slipy,kvs17 - drukuje puste slipy,inne,0.5
SD-164062,Orb02  - czerwone logo M,2025-07-02 10:38:41.278000+02:00,Incydent,Orb02  - czerwone logo M,orb02  - czerwone logo m,inne,0.5
SD-164061,brak dostępu do payroll PC i manager pc,2025-07-02 10:33:06.208000+02:00,Incydent,brak dostępu do payroll PC i manager pc,brak dostępu do payroll pc i manager pc,inne,0.5
SD-164060,[TELEFON SERWISOWY] - KVS11 loguje się na Administratora,2025-07-02 10:32:30.975000+02:00,Incydent,[TELEFON SERWISOWY] - KVS11 loguje się na Administratora,[telefon serwisowy] - kvs11 loguje się na administratora,inne,0.5
SD-164058,Skanery na speaker post,2025-07-02 10:28:07.441000+02:00,Incydent,Skanery na speaker post,skanery na speaker post,inne,0.5
SD-164055,POS01 - Brak kafelków ,2025-07-02 10:25:05.494000+02:00,Incydent,POS01 - Brak kafelków,pos01 - brak kafelków,POS – brak kafelków,0.9
SD-164054,Prośba o włączenie MOP,2025-07-02 10:24:36.822000+02:00,Usługa,Prośba o włączenie MOP,prośba o włączenie mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164052,Słuchawki(niewspierane) - Brak dzwięku na lini dt,2025-07-02 10:19:40.267000+02:00,Usługa,Słuchawki(niewspierane) - Brak dzwięku na lini dt,słuchawki(niewspierane) - brak dzwięku na lini dt,inne,0.5
SD-164051,drukarka nie drukuje plików z programu Microsoft Excell,2025-07-02 10:19:39.989000+02:00,Incydent,drukarka nie drukuje plików z programu Microsoft Excell,drukarka nie drukuje plików z programu microsoft excell,inne,0.5
SD-164050,MyStore - Nie pokazuje się dzienne planowanie sprzedaży,2025-07-02 10:17:59.080000+02:00,Incydent,MyStore - Nie pokazuje się dzienne planowanie sprzedaży,mystore - nie pokazuje się dzienne planowanie sprzedaży,inne,0.5
SD-164049,POS08 - Nie włączyła się prawidłowo,2025-07-02 10:14:09.386000+02:00,Incydent,POS08 - Nie włączyła się prawidłowo,pos08 - nie włączyła się prawidłowo,inne,0.5
SD-164048,KVS18 - No signal,2025-07-02 10:13:20.931000+02:00,Incydent,KVS18 - No signal,kvs18 - no signal,inne,0.5
SD-164047,KVS - 0/0,2025-07-02 10:12:43.223000+02:00,Incydent,KVS - 0/0,kvs - 0/0,inne,0.5
SD-164046,Pos07 - error 65542,2025-07-02 10:11:48.662000+02:00,Incydent,Pos07 - error 65542,pos07 - error 65542,inne,0.5
SD-164045,COD - Podsumowania na odwrót po zamianie linii,2025-07-02 10:05:38.831000+02:00,Incydent,COD - Podsumowania na odwrót po zamianie linii,cod - podsumowania na odwrót po zamianie linii,inne,0.5
SD-164044,[TELEFON SERWISOWY] - Site 720 - KVS08 - Admin logon,2025-07-02 10:04:35.389000+02:00,Incydent,[TELEFON SERWISOWY] - Site 720 - KVS08 - Admin logon,[telefon serwisowy] - site 720 - kvs08 - admin logon,inne,0.5
SD-164043,Wyse.13 - zła rozdzielczość,2025-07-02 10:00:56.744000+02:00,Incydent,Wyse.13 - zła rozdzielczość,wyse.13 - zła rozdzielczość,inne,0.5
SD-164042,Autorelease - nie wpada automatycznie,2025-07-02 10:00:27.157000+02:00,Incydent,Autorelease - nie wpada automatycznie,autorelease - nie wpada automatycznie,Autorelease – nie wpada automatycznie,0.9
SD-164041,drukarka fiskalna nieodpowiada,2025-07-02 09:57:34.827000+02:00,Incydent,drukarka fiskalna nieodpowiada,drukarka fiskalna nieodpowiada,inne,0.5
SD-164040,KVS31 - zacięty na ekranie ładowania,2025-07-02 09:54:47.412000+02:00,Incydent,KVS31 - zacięty na ekranie ładowania,kvs31 - zacięty na ekranie ładowania,inne,0.5
SD-164039,ORB01 - Czerwone M,2025-07-02 09:46:53.046000+02:00,Incydent,ORB01 - Czerwone M,orb01 - czerwone m,inne,0.5
SD-164037,RE: McDonald's Poland Coates Support Case 00370771 Acknowledgment,2025-07-02 09:43:52.528000+02:00,Usługa,RE: McDonald's Poland Coates Support Case 00370771 Acknowledgment,re: mcdonald's poland coates support case 00370771 acknowledgment,inne,0.5
SD-164036,"RHS01 - 100% zużycia CPU, problemy z wykrywaniem df mop",2025-07-02 09:41:48.317000+02:00,Incydent,"RHS01 - 100% zużycia CPU, problemy z wykrywaniem df mop","rhs01 - 100% zużycia cpu, problemy z wykrywaniem df mop",inne,0.5
SD-164035,KVS11 - Nie działa dotyk,2025-07-02 09:40:12.056000+02:00,Incydent,KVS11 - Nie działa dotyk,kvs11 - nie działa dotyk,inne,0.5
SD-164034,Excel - zaciął się,2025-07-02 09:36:36.173000+02:00,Incydent,Excel - zaciął się,excel - zaciął się,inne,0.5
SD-164032,KVS18 - Czerwone M,2025-07-02 09:29:32.494000+02:00,Incydent,KVS18 - Czerwone M,kvs18 - czerwone m,inne,0.5
SD-164031,Prośba o odblokowanie zamówień MOP,2025-07-02 09:28:24.931000+02:00,Incydent,Prośba o odblokowanie zamówień MOP,prośba o odblokowanie zamówień mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164030,[TELEFON SERWISOWY] - Prośba o wskazanie wolnego portu na MS# dla AMS,2025-07-02 09:23:56.110000+02:00,Incydent,[TELEFON SERWISOWY] - Prośba o wskazanie wolnego portu na MS# dla AMS,[telefon serwisowy] - prośba o wskazanie wolnego portu na ms# dla ams,inne,0.5
SD-164028,Mystore - brak widocznej dostawy,2025-07-02 09:13:36.162000+02:00,Incydent,Mystore - brak widocznej dostawy,mystore - brak widocznej dostawy,inne,0.5
SD-164026,MOP - Błąd obcinacza drukarki,2025-07-02 09:12:49.584000+02:00,Incydent,MOP - Błąd obcinacza drukarki,mop - błąd obcinacza drukarki,inne,0.5
SD-164024,MFA - Wygenerowanie nowych kodów,2025-07-02 09:06:07.614000+02:00,Usługa,MFA - Wygenerowanie nowych kodów,mfa - wygenerowanie nowych kodów,inne,0.5
SD-164022,RE: Re: RE: RE: RE: Brak danych PMIX 20-21.06,2025-07-02 09:00:52.343000+02:00,Usługa,RE: Re: RE: RE: RE: Brak danych PMIX 20-21.06,re: re: re: re: re: brak danych pmix 20-21.06,inne,0.5
SD-164020,KVS10 - nie pinguje,2025-07-02 09:00:41.980000+02:00,Incydent,KVS10 - nie pinguje,kvs10 - nie pinguje,inne,0.5
SD-164019,POS01 - Brak kafelków,2025-07-02 08:59:31.766000+02:00,Incydent,POS01 - Brak kafelków,pos01 - brak kafelków,POS – brak kafelków,0.9
SD-164018,Zapytanie o zamówienie,2025-07-02 08:53:16.998000+02:00,Incydent,Zapytanie o zamówienie,zapytanie o zamówienie,inne,0.5
SD-164017,MOP - Prośba o włączenie,2025-07-02 08:48:53.161000+02:00,Incydent,MOP - Prośba o włączenie,mop - prośba o włączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-164016,Spadek,2025-07-02 08:46:27.528000+02:00,Incydent,Spadek,spadek,inne,0.5
SD-163997,CSO26 i CSO32 - Nieprawidłowy dzień biznesowy ,2025-07-02 08:26:48.747000+02:00,Incydent,CSO26 i CSO32 - Nieprawidłowy dzień biznesowy,cso26 i cso32 - nieprawidłowy dzień biznesowy,inne,0.5
SD-163996,POS24 - Brak kafelków,2025-07-02 08:26:42.281000+02:00,Incydent,POS24 - Brak kafelków,pos24 - brak kafelków,POS – brak kafelków,0.9
SD-163995,Nie drukuje ,2025-07-02 08:25:50.186000+02:00,Incydent,Nie drukuje,nie drukuje,inne,0.5
SD-163994,Pytanie odnośnie włączenia MOP,2025-07-02 08:25:33.940000+02:00,Usługa,Pytanie odnośnie włączenia MOP,pytanie odnośnie włączenia mop,inne,0.5
SD-163993,KVS19 - nie można wyłączyć Mirrora,2025-07-02 08:25:24.900000+02:00,Incydent,KVS19 - nie można wyłączyć Mirrora,kvs19 - nie można wyłączyć mirrora,inne,0.5
SD-163992,KVS31 - wyświetla się tylko mięso 10:1,2025-07-02 08:23:26.898000+02:00,Incydent,KVS31 - wyświetla się tylko mięso 10:1,kvs31 - wyświetla się tylko mięso 10:1,inne,0.5
SD-163989,RE: McDonald's Poland Coates Support Case 00370770 Acknowledgment,2025-07-02 08:12:51.506000+02:00,Usługa,RE: McDonald's Poland Coates Support Case 00370770 Acknowledgment,re: mcdonald's poland coates support case 00370770 acknowledgment,inne,0.5
SD-163988,"KVS17, KVS18 - zacięte na ekranie ładowania",2025-07-02 08:12:33.905000+02:00,Incydent,"KVS17, KVS18 - zacięte na ekranie ładowania","kvs17, kvs18 - zacięte na ekranie ładowania",inne,0.5
SD-163987,ePROD - brak projekcji,2025-07-02 08:11:30.006000+02:00,Incydent,ePROD - brak projekcji,eprod - brak projekcji,inne,0.5
SD-163986,POS03 - brak kafelków,2025-07-02 08:07:55.171000+02:00,Incydent,POS03 - brak kafelków,pos03 - brak kafelków,POS – brak kafelków,0.9
SD-163984,McDonald's Poland Coates Support Case 00370772 Acknowledgment,2025-07-02 08:01:57.578000+02:00,Usługa,McDonald's Poland Coates Support Case 00370772 Acknowledgment,mcdonald's poland coates support case 00370772 acknowledgment,inne,0.5
SD-163983,Cennik - brak informacji na temat alergenów paru produktów,2025-07-02 08:01:42.303000+02:00,Incydent,Cennik - brak informacji na temat alergenów paru produktów,cennik - brak informacji na temat alergenów paru produktów,inne,0.5
SD-163981,"KVS10, KVS12 - nie wyświetlają się czasy",2025-07-02 08:00:04.342000+02:00,Incydent,"KVS10, KVS12 - nie wyświetlają się czasy","kvs10, kvs12 - nie wyświetlają się czasy",inne,0.5
SD-163980,CSO27 - Smart update,2025-07-02 07:58:10.092000+02:00,Incydent,CSO27 - Smart update,cso27 - smart update,inne,0.5
SD-163978,McDonald's Poland Coates Support Case 00370771 Acknowledgment,2025-07-02 07:54:51.572000+02:00,Usługa,McDonald's Poland Coates Support Case 00370771 Acknowledgment,mcdonald's poland coates support case 00370771 acknowledgment,inne,0.5
SD-163977,POS01 - zacięty ekran,2025-07-02 07:54:03.195000+02:00,Incydent,POS01 - zacięty ekran,pos01 - zacięty ekran,inne,0.5
SD-163976,McDonald's Poland Coates Support Case 00370770 Acknowledgment,2025-07-02 07:53:51.254000+02:00,Usługa,McDonald's Poland Coates Support Case 00370770 Acknowledgment,mcdonald's poland coates support case 00370770 acknowledgment,inne,0.5
SD-163975,KVS - Zerowe czasy,2025-07-02 07:48:43.471000+02:00,Incydent,KVS - Zerowe czasy,kvs - zerowe czasy,inne,0.5
SD-163974,McDonald's Poland Coates Support Case 00370772 Acknowledgment,2025-07-02 07:46:51.790000+02:00,Usługa,McDonald's Poland Coates Support Case 00370772 Acknowledgment,mcdonald's poland coates support case 00370772 acknowledgment,inne,0.5
SD-163973,MFA - Wygenerowanie nowych kodów,2025-07-02 07:44:52.324000+02:00,Usługa,MFA - Wygenerowanie nowych kodów,mfa - wygenerowanie nowych kodów,inne,0.5
SD-163972,Wyse .13 - problem z uruchomieniem,2025-07-02 07:44:03.703000+02:00,Incydent,Wyse .13 - problem z uruchomieniem,wyse .13 - problem z uruchomieniem,inne,0.5
SD-163971,"Problem z pocztą MGR, brak przekierowania",2025-07-02 07:43:57.943000+02:00,Incydent,"Problem z pocztą MGR, brak przekierowania","problem z pocztą mgr, brak przekierowania",inne,0.5
SD-163970,McDonald's Poland Coates Support Case 00370771 Acknowledgment,2025-07-02 07:41:51.332000+02:00,Usługa,McDonald's Poland Coates Support Case 00370771 Acknowledgment,mcdonald's poland coates support case 00370771 acknowledgment,inne,0.5
SD-163969,"KVS02, KVS03 - Czerwone M",2025-07-02 07:35:49.032000+02:00,Incydent,"KVS02, KVS03 - Czerwone M","kvs02, kvs03 - czerwone m",inne,0.5
SD-163968,McDonald's Poland Coates Support Case 00370770 Acknowledgment,2025-07-02 07:33:51.259000+02:00,Usługa,McDonald's Poland Coates Support Case 00370770 Acknowledgment,mcdonald's poland coates support case 00370770 acknowledgment,inne,0.5
SD-163967,POS02 - problem z zalogowaniem,2025-07-02 07:31:10.422000+02:00,Incydent,POS02 - problem z zalogowaniem,pos02 - problem z zalogowaniem,inne,0.5
SD-163966,Prośba o zablokowanie tostów,2025-07-02 07:30:35.985000+02:00,Usługa,Prośba o zablokowanie tostów,prośba o zablokowanie tostów,inne,0.5
SD-163964,Kvs17 - nie drukuje,2025-07-02 07:29:04.693000+02:00,Incydent,Kvs17 - nie drukuje,kvs17 - nie drukuje,inne,0.5
SD-163963,CSO26 - zacięty na ekranie ładowania NP,2025-07-02 07:28:27.859000+02:00,Incydent,CSO26 - zacięty na ekranie ładowania NP,cso26 - zacięty na ekranie ładowania np,inne,0.5
SD-163961,POS08 - 50%,2025-07-02 07:20:31.368000+02:00,Incydent,POS08 - 50%,pos08 - 50%,inne,0.5
SD-163960,Braki / aktualny status,2025-07-02 07:19:51.255000+02:00,Usługa,Braki / aktualny status,braki / aktualny status,inne,0.5
SD-163959,KVS11 - zacięty na ekranie ładowania,2025-07-02 07:15:23.328000+02:00,Incydent,KVS11 - zacięty na ekranie ładowania,kvs11 - zacięty na ekranie ładowania,inne,0.5
SD-163958,Pos24 - drukarka offline,2025-07-02 07:13:51.004000+02:00,Incydent,Pos24 - drukarka offline,pos24 - drukarka offline,inne,0.5
SD-163957,"KVS 17,34 - Czerwone M",2025-07-02 07:12:14.883000+02:00,Incydent,"KVS 17,34 - Czerwone M","kvs 17,34 - czerwone m",inne,0.5
SD-163956, Włączenie/Wyłączenie usługi MOP,2025-07-02 07:10:12.981000+02:00,Usługa,Włączenie/Wyłączenie usługi MOP,włączenie/wyłączenie usługi mop,MOP – Prośba o włączenie/wyłączenie,0.9
SD-163955,Problem z zamknięciem dnia biznesowego,2025-07-02 07:08:42.433000+02:00,Incydent,Problem z zamknięciem dnia biznesowego,problem z zamknięciem dnia biznesowego,inne,0.5
SD-163954,KVS02 - Czerwona M,2025-07-02 07:07:02.532000+02:00,Incydent,KVS02 - Czerwona M,kvs02 - czerwona m,inne,0.5
SD-163953,POS19 - Czerwone M,2025-07-02 07:06:56.954000+02:00,Incydent,POS19 - Czerwone M,pos19 - czerwone m,inne,0.5
SD-163951,POS01 - zacięta na 50% ładowania,2025-07-02 07:05:14.252000+02:00,Incydent,POS01 - zacięta na 50% ładowania,pos01 - zacięta na 50% ładowania,inne,0.5
SD-163950,CSO - wszystkie kioski wylogowane,2025-07-02 07:04:28.554000+02:00,Incydent,CSO - wszystkie kioski wylogowane,cso - wszystkie kioski wylogowane,inne,0.5
SD-163949,POS03 - brak kafelków,2025-07-02 07:03:21.422000+02:00,Incydent,POS03 - brak kafelków,pos03 - brak kafelków,POS – brak kafelków,0.9
SD-163948,"POS01, 02, 06 - Brak kafelków, blokuje zamknięcie dnia",2025-07-02 07:03:20.892000+02:00,Incydent,"POS01, 02, 06 - Brak kafelków, blokuje zamknięcie dnia","pos01, 02, 06 - brak kafelków, blokuje zamknięcie dnia",inne,0.5
SD-163947,CFS01 Ekran wyświetla czerwone kółko z adresem ip,2025-07-02 07:01:30.469000+02:00,Incydent,CFS01 Ekran wyświetla czerwone kółko z adresem ip,cfs01 ekran wyświetla czerwone kółko z adresem ip,inne,0.5
SD-163946,Mop - Brak stałego zasilania,2025-07-02 07:00:19.780000+02:00,Incydent,Mop - Brak stałego zasilania,mop - brak stałego zasilania,inne,0.5
SD-163945,KVS31 - Brak kafelków,2025-07-02 06:56:58.068000+02:00,Incydent,KVS31 - Brak kafelków,kvs31 - brak kafelków,POS – brak kafelków,0.9
SD-163944,PSO02 - problem z zalogowaniem kasjera,2025-07-02 06:51:58.225000+02:00,Incydent,PSO02 - problem z zalogowaniem kasjera,pso02 - problem z zalogowaniem kasjera,inne,0.5
SD-163942,FOE63 - nieprawidłowy dzień biznesowy,2025-07-02 06:46:30.001000+02:00,Incydent,FOE63 - nieprawidłowy dzień biznesowy,foe63 - nieprawidłowy dzień biznesowy,inne,0.5
SD-163941,KVS - nie pingują po awarii prądu,2025-07-02 06:39:31.004000+02:00,Incydent,KVS - nie pingują po awarii prądu,kvs - nie pingują po awarii prądu,inne,0.5
SD-163939,nie wyświetlą się czasy obsługi z dnia 1.07.2025,2025-07-02 06:38:38.273000+02:00,Incydent,nie wyświetlą się czasy obsługi z dnia 1.07.2025,nie wyświetlą się czasy obsługi z dnia 1.07.2025,inne,0.5
SD-163938,Brak możliwości zalogowania się na backoffice oraz office,2025-07-02 06:34:32.024000+02:00,Incydent,Brak możliwości zalogowania się na backoffice oraz office,brak możliwości zalogowania się na backoffice oraz office,inne,0.5
SD-163937,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 06:33:52.160000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
